iata_code,airport_name,city_name,country_name
LEM,Lemmon,Lemmon,United States
LEO,Leconi,Leconi,Gabon
LEP,Leopoldina,Leopoldina,Brazil
LEZ,La Esperanza,La Esperanza,Honduras
LFO,Kelafo,Kelafocallaf,Ethiopia
LFP,Lakefield,Lakefield,Australia
LGD,La Grande,La Grande,United States
LGE,Lake Gregory,Lake Gregory,Australia
LGM,Laiagam,Laiagam,Papua New Guinea
LGN,Linga Linga,Lingalinga,Papua New Guinea
LGR,Cochrane,Cochrane,Chile
LGT,Las Gaviotas,Las Gaviotas,Colombia
LGW,Gatwick,London,United Kingdom
LGX,Lugh Ganane,Lughganane,Somalia
LGY,Lagunillas,Lagunillas,Venezuela
LGZ,Leguizamo,Leguizamo,Colombia
LHI,Lereh,Lereh,Indonesia
LHK,Guanghua,Guanghua,China
LHN,Lishan,Lishan,Taiwan
LHP,Lehu,Lehu,Papua New Guinea
LHU,Lianshulu,Caprivi,Namibia
LIA,Liangping,Liangping,China
LIB,Limbunya,Limbunya,Australia
LIE,Libenge,Libenge,Democratic Republic of the Congo
LDE,Tarbes Ossun Lourdes,Lourdestarbes,France
LDG,Leshukonskoye,Leshukonskoye,Russia
LDH,Lord Howe Island,Lord Howe Island,Australia
LDI,Kikwetu,Lindi,Tanzania
LDK,Hovby,Lidkoping,Sweden
LDU,Lahad Datu,Lahaddatu,Malaysia
LDV,Landivisiau,Landivisiau,France
LDY,Eglinton City of Derry,Londonderry,United Kingdom
LEA,Learmonth,Learmonth,Australia
LEB,White River,Lebanon,United States
LEC,Chapada Diamantina,Lencois,Brazil
LED,Pulkovo,Saintpetersburg,Russia
LEH,Octeville,Lehavre,France
LEI,Almeria,Almeria,Spain
LEK,Labe,Labe,Guinea
LEL,Lake Evella,Lake Evella,Australia
LEN,Leon,Leon,Spain
LEQ,Lands End,Lands End,United Kingdom
LET,Gen. A.V. Cobo,Leticia,Colombia
LEU,Aeroport De La Seu,Seodeurgel,Spain
LEV,Levuka,Bureta,Fiji Islands
LEW,Auburn Airport,Lewiston,United States
LEY,Lelystad,Lelystad,Netherlands
LFB,Lumbo,Lumbo,Mozambique
LFK,Lufkinangel Airport,Nacogdoches,United States
LFM,Lamerd,Lamerd,Iran
LFR,La Fria,La Fria,Australia
LFW,Lome,Lome,Togo
LGA,La Guardia,New York LaGuardia Airport,United States
LGB,Long Beach,Longbeach,United States
LGG,Liege,Liege,Belgium
LGI,Deadmans Cay,Deadmans Cay,The Bahamas
LGK,Langakawi Intl,Langkawi,Malaysia
LGL,Long Lellang,Longlellang,Malaysia
LGO,Langeoog,Langeoog,Germany
LGS,Malargue,Malargue,Argentina
LGU,Cache Airport,Logan,United States
LHA,Black Forest,Lahr,Germany
LHE,Alama Iqbal International,Lahore,Pakistan
LHS,Las Heras,Las Heras,Argentina
LHW,Lanzhou,Lanzhou,China
LID,Valkenburg,Valkenburg,Netherlands
LCR,La Chorrera,Lachorrera,Colombia
LDO,Ladouanie,Ladouanie,Suriname
LDZ,Londolozi,Londolozi,South Africa
LGQ,Lago Agrio,Lagoagrio,Ecuador
LHR,Heathrow,London,United Kingdom
LIJ,Long Island,Longisland,United States
LKA,Larantuka,Larantuka,Indonesia
LKC,Lekana,Lekana,Congo
LKD,Lakeland Downs,Lakeland Downs,Australia
LKR,Las Khoreh,Las Khoreh,Somalia
LKS,Lakeside,Lakeside,United States
LKT,Lakota,Lakota,Cote D'Ivoire (Ivory Coast)
LKU,Lake Rudolf,Lake Rudolf,Kenya
LLG,Chillagoe,Chillagoe,Australia
LLH,Las Limas,Las Limas,Honduras
LLL,Lissadell,Lissadell,Australia
LLM,Long Lama,Long Lama,Malaysia
LLN,Kelila,Kelila,Indonesia
LLP,Linda Downs,Linda Downs,Australia
LLS,Las Lomitas,Las Lomitas,Argentina
LLX,Lyndonville,Lyndonville,United States
LMB,Salima,Salima,Malawi
LMD,Los Menucos,Los Menucos,Argentina
LMG,Lamassa,Lamassa,Papua New Guinea
LMH,Limon,Limon,Honduras
LMI,Lumi,Lumi,Papua New Guinea
LMK,Limerick,Limerick,Ireland
LMR,Lime Acres,Lima Acres,South Africa
LMX,Lopez De Micay,Lopez De Micay,Colombia
LMZ,Palma,Palma,Mozambique
LNC,Lengbati,Lengbati,Papua New Guinea
LNF,Munbil,Munbil,Papua New Guinea
LNG,Lese,Lese,Papua New Guinea
LNH,Lake Nash,Lake Nash,Australia
LNJ,Lincang,Lincang,China
LNM,Langimar,Langimar,Papua New Guinea
LNP,Wise,Wise,United States
LNQ,Loani,Loani,Papua New Guinea
LNX,Smolensk,Smolensk,Russia
LOA,Lorraine,Lorraine,Australia
LOB,Los Andes,Los Andes,Chile
LOC,Lock,Lock,Australia
LOF,Loen,Loen,Marshall Islands
LOG,Longview,Longview,United States
LIG,Bellegarde,Limoges,France
LIH,Lihue,Kauaiisland,United States
LII,Mulia,Mulia,Indonesia
LIM,Jorge Chavez International,Lima,Peru
LJU,Brnik,Ljubljana,Slovenia
LIO,Limon,Limon,Costa Rica
LIP,Lins,Lins,Brazil
LIQ,Lisala,Lisala,Democratic Republic of the Congo
LIR,Daniel Oduber International,Liberia,Costa Rica
LIS,Portela,Lisbon,Portugal
LIT,Adams Field Airport,Littlerock,United States
LIW,Loikaw,Loikaw,Myanmar
LJA,Lodja,Lodja,Democratic Republic of the Congo
LJG,Lijiang,Lijiang,China
LIN,Linate,Milan,Italy
LKB,Lakeba,Lakeba,Fiji Islands
LKH,Long Akah,Longakah,Malaysia
LKL,Banak,Lakselv,Norway
LKN,Leknes,Leknes,Norway
LKO,Amausi Airport,Lucknow,India
LKV,Lakecounty Airport,Lakeview,United States
LKY,Lake Manyara,Lakemanyara,Tanzania
LLA,Kallax,Lulea,Sweden
LLE,Malelane,Malelane,South Africa
LLI,Lalibela,Lalibela,Ethiopia
LLK,Lenkaran,Lenkaran,Azerbaijan
LLU,Alluitsup Paa,Alluitsuppaa,Greenland
LMA,Lake Minchumina,Lakeminchumina,United States
LME,Arnage,Lemans,France
LMM,Federal Valle Del Fuerte,Losmochis,Mexico
LMN,Limbang,Limbang,Malaysia
LMP,Lampedusa,Lampedusa,Italy
LMQ,Marsa Brega,Marsa el Brega,Libya
LNB,Lamen Bay,Lamenbay,Vanuatu
LND,Huntfield Airport,Lander,United States
LNE,Lonorore,Lonorore,Vanuatu
LNO,Leonora,Leonora,Australia
LNS,Lancaster,Lancaster,United States
LNY,City,Lanai,United States
LNZ,Blue Danube,Linz,Austria
LOD,Longana,Longana,Vanuatu
LOE,Loei,Loei,Thailand
LIV,Livengood,Livengood,United States
LKK,Kulik Lake,Kulik Lake,United States
LML,Lae,Laeisland,Marshall Islands
LMY,Lake Murray,Lakemurray,Papua New Guinea
LNV,Lihir Island,Lihirisland,Papua New Guinea
LOI,Helmuth Baungartem,Helmuth Baungartem,Brazil
LOM,Francisco P. V. Y R.,Lagosdemoreno,Mexico
LON,London,London,United Kingdom
LOQ,Lobatse,Lobatse,Botswana
LOW,Louisa,Louisa,United States
LOY,Loyangalani,Loyangalani,Kenya
LPE,La Primavera,La Primavera,Colombia
LPJ,Pijiguaos,Pijiguaos,Venezuela
LPO,Laporte Municipal,Laporte,United States
LPW,Littleportwalte,Littleportwalte,United States
LQK,Pickens,Pickens,United States
LQN,Qala Nau,Qala Nau,Afghanistan
LRB,Leribe,Leribe,Lesotho
LRG,Lora Lai,Lora Lai,Pakistan
LRI,Lorica,Lorica,Colombia
LRQ,Laurie River,Laurie River,Canada
LSB,Lordsburg,Lordsburg,United States
LSJ,Long Island,Long Island,Papua New Guinea
LSM,Lawas,Longsemado,Malaysia
LSN,Los Banos,Los Banos,United States
LSO,Talmont,Talmont,France
LSR,Lost River,Lostriver,United States
LSU,Long Sukang,Longsukang,Malaysia
LTB,Latrobe,Latrobe,Australia
LTC,Lai,Lai,Chad
LTF,Leitre,Leitre,Papua New Guinea
LTG,Langtang,Langtang,Nepal
LTH,Lathrop Wells,Lathropwells,United States
LTL,Lastourville,Lastourville,Gabon
LTN,Luton,London,United Kingdom
LTP,Lyndhurst,Lyndhurst,Australia
LTR,Letterkenny,Letterkenny,Ireland
LTV,Lotusvale,Lotusvale,Australia
LTW,St Marys County,Leonardtown,United States
LOK,Lodwar,Lodwar,Kenya
LOO,L'Mekrareg,L'Mekrareg,Algeria
LOS,Murtala Muhammed,Lagos,Nigeria
LOU,Bowman Field Airport,Loisville,United States
LOV,Monclova,Monclova,Mexico
LOZ,Corbin,London,United States
LPA,Gran Canaria,Laspalmas,Spain
LPB,El Alto,Lapaz,Bolivia
LPD,La Pedrera,Lapedrera,Colombia
LPG,La Plata,La Plata,Argentina
LPI,Linkoping,Linkoping,Sweden
LPL,John Lennon,Liverpool,United Kingdom
LPM,Lamap,Lamap,Vanuatu
LPP,Lappeenranta,Lappeenranta,Finland
LPQ,Luang Prabang,Luang Prabang,Laos
LPT,Lampang,Lampang,Thailand
LPU,Long Apung,Longapung,Indonesia
LPX,Liepaya,Liepaja,Latvia
LPY,Loudes,Lepuy,France
LQM,Puerto Leguizamo,Puertoleguizamo,Colombia
LRA,Larisa,Larisa,Greece
LRD,Laredo,Laredo,United States
LRH,Laleu,Larochelle,France
LRL,Niamtougou,Lamakara,Togo
LRM,Casa de Campo International,Laromana,Dominican Republic
LRR,Lar,Lar,Iran
LRS,Leros,Leros,Greece
LRU,Las Cruces Municipal,Lascruces,United States
LRV,Los Roques,Losroques,Venezuela
LSC,La Florida,Laserena,Chile
LSH,Lashio,Lashio,Myanmar
LSI,Sumburgh,Shetland Islands,United Kingdom
LSL,Los Chiles,Los Chiles,Costa Rica
LSP,Josefa Camejo,Laspiedras,Venezuela
LSQ,Los Angeles,Losangeles,Chile
LST,Launceston,Launceston,Australia
LSW,Lhoksumawe,Lhoksumawe,Indonesia
LSX,Lhok Sukon,Lhok Sukon,Indonesia
LSY,Lismore,Lismore,Australia
LSZ,Losinj Arpt,Malilosinj,Croatia
LTD,Ghadames,Ghadames,Libya
LTI,Altai,Altai,Mongolia
LTK,Latakia,Latakia,Syria
LTM,Lethem,Lethem,Guyana
LTQ,Le Touquet,Letouquetparisplage,France
LTS,Altus,Altus,United States
LTT,La Mole,Sainttropez,France
LTX,Cotopaxi International,Cotapaxi,Ecuador
LTU,Latur,Latur,India
LUB,Lumid Pau,Lumidpau,Guyana
LUC,Laucala Island,Laucalais,Fiji Islands
LUE,Lucenec,Lucenec,Slovakia
LUI,La Union,Launion,Honduras
LUJ,Lusikisiki,Lusikisiki,South Africa
LUL,Hesler Noble Field,Laurel,United States
LUS,Lusanga,Lusanga,Democratic Republic of the Congo
LUU,Laura,Laura,Australia
LUY,Lushoto,Lushoto,Tanzania
LVB,Dos Galpoes,Livramento,Brazil
LVD,Lime Village,Limevillage,United States
LWA,Lwbak,Lwbak,Philippines
LWH,Lawn Hill,Lawn Hill,Australia
LWI,Lowai,Lowai,Papua New Guinea
LWL,Harriet Field,Wells,United States
LWV,Lawrenceville,Lawrenceville,United States
LXI,Linxi,Linxi,China
LXN,Lexington,Lexington,United States
LXU,Lukulu,Lukulu,Zambia
LXV,Leadville,Leadville,United States
LYK,Lunyuk,Lunyuk,Indonesia
LYO,Rice County Municipal,Lyons,United States
LZA,Luiza,Luiza,Democratic Republic of the Congo
LZD,dong,Lanzhou,China
LZI,Luozi,Luozi,Democratic Republic of the Congo
LZM,Luzamba,Luzamba,Angola
MAI,Mangochi,Mangochi,Malawi
MAL,Mangole,Mangole,Indonesia
LUD,Luderitz,Luderitz,Namibia
LUH,Ludhiana,Ludhiana,India
LUM,Mangshi,Luxi,China
LUN,Lusaka,Lusaka,Zambia
LUO,Luena,Luena,Angola
LUP,Kalaupapa,Kalaupapa,United States
LUR,Cape Lisburne,Capelisburne,United States
LUV,Langgur,Langgur,Indonesia
LUW,Luwuk,Luwuk,Indonesia
LUX,Findel,Luxembourg,Luxembourg
LUZ,Lushan,Lushan,China
LVI,Livingstone,Livingstone,Zambia
LVK,Livermore,Livermore,United States
LVM,Mission Field,Livingston,United States
LVO,Laverton,Laverton,Australia
LVS,Las Vegas,Las Vegas,United States
LWB,Greenbrier Valley,Lewisburg,United States
LWC,Lawrence,Lawrence,United States
LWM,Lawrence,Lawrence,United States
LWN,Gyoumri,Gyumri,Armenia
LWO,Snilow,Lviv,Ukraine
LWR,Leeuwarden,Leeuwarden,Netherlands
LWS,Nez Perce County Rgnl,Lewiston,United States
LWT,Lewistown,Lewistown,United States
LWY,Lawas,Lawas,Malaysia
LXG,Luang Namtha,Luang Namtha,Laos
LXR,Luxor,Luxor,Egypt
LXS,Limnos,Limnos,Greece
LYA,Luoyang,Luoyang,China
LYC,Lycksele,Lycksele,Sweden
LYE,RAF Station,Lyneham,United Kingdom
LYG,Lianyungang,Lianyungang,China
LYH,Preston Glenn Field,Lynchburg,United States
LYI,Linyi,Linyi,China
LYP,Faisalabad,Faisalabad,Pakistan
LYR,Svalbard,Longyearbyen,Norway
LYS,St Exupéry,Lyon,France
LYU,Ely,Ely,United States
LZC,Lazaro Cardenas,Lazarocardenas,Mexico
LZH,Liuzhou,Liuzhou,China
LZN,Matsu Islands,Nangan,China
LZO,Luzhou,Luzhou,China
LZY,Nyingchi,Nyingchi,China
MAA,Chennai,Chennai,India
MAB,Maraba,Maraba,Brazil
LWE,Lewoleba,Lewoleba,Indonesia
MAG,Madang,Madang,Papua New Guinea
MAH,Mahon,Menorca,Spain
MAJ,Amata Kabua Intl,Majuro,Marshall Islands
MAK,Malakal,Malakal,Sudan
MAM,Matamoros,Matamoros,Mexico
MAO,Eduardo Gomes Intl,Manaus,Brazil
MAD,Barajas,Madrid,Spain
LYT,Lady Elliot Island,Lady Elliot Island,Australia
MAW,Malden,Malden,United States
MBB,Marble Bar,Marble Bar,Australia
MBC,Mbigou,Mbigou,Gabon
MBF,Mount Buffalo,Mount Buffalo,Australia
MBG,Mobridge,Mobridge,Venezuela
MBI,Mbeya,Mbeya,Tanzania
MBK,Matupa,Matupa,Brazil
MBM,Mkambati,Mkambati,South Africa
MBN,Mt Barnett,Mt. Barnett,Australia
MBP,Moyobamba,Moyobamba,Peru
MBQ,Mbarara,Mbarara,Uganda
MBR,Mbout,Mbout,Mauritania
MBV,Masa,Masa,Papua New Guinea
MBY,Moberly,Moberly,United States
MCA,Macenta,Macenta,Guinea
MCB,Pike County,Mccomb,United States
MCM,Monaco Airport,Montecarlo,Monaco
MCQ,Miskolc,Miskolc,Hungary
MCR,Melchor De Menco,Melchordemenco,Guatemala
MDB,Melinda,Melinda,Belize
MDD,Midland,Midland,United States
MDF,Medford,Medford,United States
MDH,Southern Illinois,Carbondale,United States
MDJ,City County Airport,Madras,United States
MDM,Munduku,Munduku,Papua New Guinea
MDO,Intermediate,Middletonisland,United States
MDP,Mindiptana,Mindiptana,Indonesia
MDR,Medfra,Medfra,United States
MDV,Medouneu,Medouneu,Gabon
MDX,Mercedes,Mercedes,Argentina
MEF,Melfi,Melfi,Chad
MEJ,Meadville,Meadville,United States
MAS,Momote,Manusisland,Papua New Guinea
MAT,Matadi,Matadi,Democratic Republic of the Congo
MAU,Maupiti,Maupiti,French Polynesia
